,potentialid,contract_city,contract_state,address,retailer_id,approval_date,expiry_date,cf_pot_nganh_hang,lat,lng,House_number,Street,Ward,District,City,progress
9154,50599458.0,hồ chí minh,quận 4,11m1 tôn thất thuyết p1 q4,500224388.0,2023-05-26,2024-05-22,Hair Salon,,,,,,,,
9155,18822722.0,hồ chí minh,quận 4,"346 bến vân đồn , phường 1 , quận 4 thành phố hồ chí minh",828678.0,2020-12-02,2021-12-01,77,,,,,,,,
9156,40977840.0,hồ chí minh,quận 4,"cửa sau 77 vĩnh hội, phường 4, quận 4, tp. hcm",1363341.0,2022-06-27,2024-07-05,67,,,,,,,,
9157,243126.0,hồ chí minh,quận 4,38 đường số 16,73683.0,,2024-05-26,65,,,,,,,,
9158,39920177.0,hồ chí minh,quận 4,"46 nguyễn trường tộ, phường 13, quận 4, tp.hcm",1318337.0,2022-05-13,2024-04-29,3949,,,,,,,,
9159,17844350.0,hồ chí minh,quận 4,"hẻm 99 đường số 41 , p6 , q4 qi-coffee",1149201.0,2021-10-30,2022-12-02,3949,,,,,,,,
9160,20789246.0,hồ chí minh,quận 4,"122/38/31 vĩnh khánh, quận 4, hcm",851432.0,2021-01-05,2024-07-15,11957,,,,,,,,
9161,7428354.0,hồ chí minh,quận 4,"148/2/1g tôn đản, phường 10, quận 4, tp hồ chí minh",474955.0,2019-06-25,2025-08-25,9,,,,,,,,
9162,12884087.0,hồ chí minh,quận 4,"lầu 22, 11 đoàn văn bơ, phường 12, quận 4, thành phố hồ chí minh, việt nam",688521.0,2020-05-25,2021-05-26,61,,,,,,,,
9163,43568242.0,hồ chí minh,quận 4,"ch g14-04 grand riverside phường 2 quận 4, thành phố hồ chí minh",1483102.0,2022-09-29,2024-03-27,61,,,,,,,,
9164,17975.0,hồ chí minh,quận 4,"448b nguyễn tất thành, phường 18, quận 4, tphcm",311513.0,,2018-08-28,77,,,,,,,,
9165,2697250.0,hồ chí minh,quận 4,"63/9 nguyễn hữu hào, phường 9 , quận 4, thành phố hồ chí minh",259232.0,2018-04-04,2019-07-15,77,,,,,,,,
9166,9892532.0,hồ chí minh,quận 4,"37 đường 06, phường 4, quận 4, thành phố hồ chí minh",585423.0,2019-11-30,2023-11-30,3949,,,,,,,,
9167,46292373.0,hồ chí minh,quận 4,"266/2/10 bis, tôn đản, phường 8, quận 4, tp hcm",500076735.0,2022-12-26,2024-06-27,15,,,,,,,,
9168,10559093.0,hồ chí minh,quận 4,số 8 vĩnh khánh phường 8 quận 4,601132.0,2019-12-30,2020-12-28,11957,,,,,,,,
9169,12641144.0,hồ chí minh,quận 4,"tầng 1 toà nhà copac square - 12 tôn đản, p13 quận 4 tp. hcm",682387.0,2020-05-25,2022-08-30,3949,,,,,,,,
9170,48913088.0,hồ chí minh,quận 4,"37 vĩnh hội, phường 4, quận 4, hcm",500182695.0,2023-04-05,2024-04-05,Pet spa,,,,,,,,
9171,41312596.0,hồ chí minh,quận 4,"236 khánh hội, phường 6, quận 4, hcm",1376275.0,2022-07-12,2023-07-20,Bánh ngọt,,,,,,,,
9172,56030050.0,hồ chí minh,quận 4,"c44 bến vân đồn, phường 02, quận 4",500372842.0,2023-11-09,2024-11-30,61,,,,,,,,
9173,13659002.0,hồ chí minh,quận 4,04 lê văn linh phường 12 quận 4 tp hồ chí minh,709854.0,2020-06-25,2025-06-27,3949,,,,,,,,
9174,18602045.0,hồ chí minh,quận 4,"đoàn văn bơ, q. 4, tp. hcm",824708.0,2020-11-25,2021-11-25,61,,,,,,,,
9175,37373341.0,hồ chí minh,quận 4,"150/27 bến vân đồn, p.6, q.4, tp.hcm",1217380.0,2021-12-31,2022-12-30,77,,,,,,,,
9176,50225990.0,hồ chí minh,quận 4,29 đường 7 phường 4 quận 4 hồ chí minh,500214100.0,2023-05-26,2024-06-04,15,,,,,,,,
9177,3391206.0,hồ chí minh,quận 4,"số 71 đường tôn đản, phường 10, quận 4, thành phố hồ chí minh",291585.0,2018-06-30,2019-10-01,77,,,,,,,,
9178,52435410.0,hồ chí minh,quận 4,"l11-c38 khu tnt, vĩnh quang, rạch gía, kiên giang",200042850.0,2023-07-24,2025-07-20,Thẩm mỹ viện & Spa,,,,,,,,
9179,31395853.0,hồ chí minh,quận 4,"18 hoàng diệu, phường 13, quận 4, thành phố hồ chí minh.",1350689.0,2022-06-14,2023-06-18,3949,,,,,,,,
9180,55039444.0,hồ chí minh,quận 4,"1 trần khắc chung, p. đông xuyên, long xuyên, an giang",500349824.0,2023-10-12,2024-10-08,61,,,,,,,,
9181,6742223.0,hồ chí minh,quận 4,"159 hoàng diệu, phường 9, quận 4, thành phố hồ chí minh",447363.0,2019-05-20,2024-05-21,77,,,,,,,,
9182,52653823.0,hồ chí minh,quận 4,"115 khánh hội, phường 3, quận 4, hcm",500289773.0,2023-08-04,2024-08-10,73,,,,,,,,
9183,17575816.0,hồ chí minh,quận 4,"360s bến vân đồn, phường 01, quận 04, tphcm",808129.0,2020-11-07,2022-11-15,69,,,,,,,,
9184,50537115.0,hồ chí minh,quận 4,"47 đường 20, linh chiểu, thủ đức, hồ chí minh",500238227.0,2023-06-13,2024-06-04,Quán ăn,,,,,,,,
9185,1711868.0,hồ chí minh,quận 4,"112 hoàng diệu, phường 13, quận 4, thành phố hồ chí minh, việt nam",1232725.0,2022-01-25,2024-04-20,3949,,,,,,,,
9186,47379831.0,hồ chí minh,quận 4,"lô m3, chung cư tôn thất thuyết, p1, q4, hcm",500112710.0,2023-02-16,2024-02-10,9,,,,,,,,
9187,40333053.0,hồ chí minh,quận 4,"thôn phú khánh thượng, diên thạnh, diên khánh, khánh hòa",500417507.0,2023-12-26,2026-06-22,73,,,,,,,,
9188,12690093.0,hồ chí minh,quận 4,"232 vĩnh khánh, quận 4, hcm",683483.0,2020-06-02,2025-05-31,11957,,,,,,,,
9189,31901449.0,hồ chí minh,quận 4,"93 lê quốc hưng, phường 13, quận 4, tp.hcm",983686.0,2021-08-13,2022-09-09,11957,,,,,,,,
9190,5006197.0,hồ chí minh,quận 4,11a đường 45 phường 6 quận 4,362723.0,2018-12-13,2020-12-15,77,,,,,,,,
9191,51592281.0,hồ chí minh,quận 4,"06, 08 đường số 8, p4, quận 4, tp.hcm",500240608.0,2023-06-24,2024-06-22,77,,,,,,,,
9192,27476752.0,hồ chí minh,quận 4,"90/12 nguyễn khoái, p2, q4,tp hcm",936064.0,2021-05-10,2024-10-16,11957,,,,,,,,
9193,18617.0,hồ chí minh,quận 4,số 18 đường số 4,500076735.0,,2024-06-27,15,,,,,,,,
9194,1255896.0,hồ chí minh,quận 4,"10 tôn thất thuyết, phường 18, quận 4, tp. hồ chí minh",168042.0,,2025-03-19,73,,,,,,,,
9195,49976966.0,hồ chí minh,quận 4,"31 quốc lộ 22b, cây nính, phước trạch, gò dầu, tây ninh",500207113.0,2023-05-08,2025-10-04,19,,,,,,,,
9196,55725881.0,hồ chí minh,quận 4,"khởi nghĩa bắc sơn, đà lạt, lâm đồng",500389296.0,2023-11-25,2024-11-21,Cà phê,,,,,,,,
9197,9738703.0,hồ chí minh,quận 4,"68, tôn thất thuyết, p4, q4.",579116.0,2019-11-22,2020-11-20,71,,,,,,,,
9198,45382971.0,hồ chí minh,quận 4,"số 281, hoàng diệu, quận 4, thành phố hồ chí minh",500040004.0,2022-11-29,2023-11-28,73,,,,,,,,
9199,24314996.0,hồ chí minh,quận 4,"468 lô p- đoàn văn bơ , phường 9 , quận 4 , hcm",916222.0,2021-04-15,2023-10-15,77,,,,,,,,
9200,43549456.0,hồ chí minh,quận 4,"320/70 vĩnh khánh, phường 10, quận 4, hồ chí minh",200018426.0,2022-09-28,2025-01-05,63922,,,,,,,,
9201,175399.0,hồ chí minh,quận 4,125/65 d1 - p 25 - q bình thạnh,500135769.0,,2024-02-23,69,,,,,,,,
9202,15457426.0,hồ chí minh,quận 4,"43/8 hoàng diệu, phường 12, quận 4, thành phố hồ chí minh",767420.0,2020-09-15,2024-03-10,9,,,,,,,,
9203,33511385.0,hồ chí minh,quận 4,"ấp mới 2 , mỹ hạnh nam, đức hòa, long an",500003761.0,2022-11-30,2025-03-01,3949,,,,,,,,
9204,888627.0,hồ chí minh,quận 4,"t8 nguyễn hữu hào, phường 6, quận 4, hcm",37055.0,,2023-09-09,77,,,,,,,,
9205,79662.0,hồ chí minh,quận 4,45b xóm chiếu phường 18,35703.0,,2021-11-02,65,,,,,,,,
9206,53565326.0,hồ chí minh,quận 4,"lộc ninh, bình phước",500342837.0,2023-09-30,2024-11-30,Cà phê,,,,,,,,
9207,45186382.0,hồ chí minh,quận 4,"180 xóm chiếu, phường 14, quận 4, thành phố hồ chí minh, việt nam",500028523.0,2022-11-18,2024-05-15,11957,,,,,,,,
9208,39761428.0,hồ chí minh,quận 4,"772 đoàn văn bơ, p16, q4, tphcm",1317468.0,2022-05-05,2024-05-09,3949,,,,,,,,
9209,38377592.0,hồ chí minh,quận 4,"empire city , thủ thiêm , quận 2 , thủ đức",500186612.0,2023-04-11,2024-04-05,77,,,,,,,,
9210,1480338.0,hồ chí minh,quận 4,"256/18 pasteur, p8, q3",186270.0,,2018-10-03,61,,,,,,,,
9211,4907372.0,hồ chí minh,quận 4,"538/163 đoàn văn bơ, phường 14, quận 4, tp hồ chí minh.",665250.0,2020-04-23,2024-04-20,15,,,,,,,,
9212,10614924.0,hồ chí minh,quận 4,"118 vĩnh hội, phường 4, quận 4, tphcm",602953.0,2019-12-31,2020-12-31,65,,,,,,,,
9213,48081498.0,hồ chí minh,quận 4,"150/21 bến vân đồn, p6, quận 4, hcm",500144745.0,2023-03-05,2025-05-29,77,,,,,,,,
9214,1999018.0,hồ chí minh,quận 4,"330b nguyễn tất thành, p13. q4",222162.0,,2020-05-14,73,,,,,,,,
9215,52324987.0,hồ chí minh,quận 4,"lô f6, cư xá vĩnh hội, phường 2, quận 4, tp hồ chí minh",500291198.0,2023-08-02,2024-10-01,9,,,,,,,,
9216,46038699.0,hồ chí minh,quận 4,"223 bến vân đồn, phường 2, quận 4, hcm",500240564.0,2023-06-13,2024-06-09,65,,,,,,,,
9217,28293205.0,hồ chí minh,quận 4,"chung cư số 1, tôn thất thuyết, quận 4, tp hồ chí minh",932726.0,2021-05-08,2025-11-05,67,,,,,,,,
9218,6358719.0,hồ chí minh,quận 4,"galaxy 9, số 9 nguyễn khoái, phường 01, quận 4, tphcm",429746.0,2019-04-27,2021-10-26,15,,,,,,,,
9219,57555181.0,hồ chí minh,quận 4,"thông phú thạnh, an chấn, tuy an, phú yên",500418881.0,2023-12-26,2025-01-01,Cà phê,,,,,,,,
9220,12944615.0,hồ chí minh,quận 4,"tầng 6 toà nhà viễn đông, 15/48a đoàn như hài, phường 12, quận 4, thành phố hồ chí minh, việt nam",905463.0,2020-06-02,2024-06-02,11957,,,,,,,,
9221,48695014.0,hồ chí minh,quận 4,"n5 cư xá vĩnh hội, bến vân đồn, phường 6, quận 4, thành phố hồ chí minh",500351527.0,2023-10-26,2026-04-18,61,,,,,,,,
9222,57347978.0,hồ chí minh,quận 4,"191 trần đại nghĩa, p4, thành phố vĩnh long",500409082.0,2023-12-27,2026-09-20,Quán ăn,,,,,,,,
9223,38921595.0,hồ chí minh,quận 4,"131c nguyễn khoái, phường 1, quận 4. tp.hcm",1297573.0,2022-04-08,2024-07-17,69,,,,,,,,
9224,56713810.0,hồ chí minh,quận 4,"315a tôn thất thuyết, p1, quận 4, hcm.",200053834.0,2023-11-25,2024-12-09,Nails Mi,,,,,,,,
9225,9942139.0,hồ chí minh,quận 4,"003 lô b3, chung cư b1, đường vĩnh hội, quận 4, thành phố hồ chí minh",577764.0,2019-11-21,2024-02-21,77,,,,,,,,
9226,3514078.0,hồ chí minh,quận 4,"113 khánh hội, phường 3, quận 4, tp.hcm",295503.0,2018-06-25,2038-07-02,77,,,,,,,,
9227,4582770.0,hồ chí minh,quận 4,"75 khánh hội, phường 03, quận 4, tp hồ chí minh",340838.0,2018-10-29,2021-05-27,73,,,,,,,,
9228,33400895.0,hồ chí minh,quận 4,"hoàng diệu, phường 8, quận 4, thành phố hồ chí minh",1103877.0,2021-11-30,2022-06-11,61,,,,,,,,
9229,2219826.0,hồ chí minh,quận 4,"337 bến vân đồn , p1 , quận 4",234474.0,,2019-06-12,77,,,,,,,,
9230,52433413.0,hồ chí minh,quận 4,"17 hoàng hoa thám, phường 13, tân bình, hồ chí minh",500282292.0,2023-07-24,2024-10-22,15,,,,,,,,
9231,37579627.0,hồ chí minh,quận 4,155 bến vân đồn - p.6 - q.4 - tp. hồ chí minh,1231890.0,2022-02-22,2023-02-26,11957,,,,,,,,
9232,21060752.0,hồ chí minh,quận 4,"62 vĩnh hội, phường 4, quận 4, hcm",854695.0,2021-01-18,2022-01-18,3949,,,,,,,,
9233,18013961.0,hồ chí minh,quận 4,"tầng 5, phòng 5.30 officetel, kỹ thuật, số 151 - 155 bến vân đồn, phường 6, quận 4, thành phố hồ chí minh.",815595.0,2020-11-18,2020-11-20,11957,,,,,,,,
9234,6237447.0,hồ chí minh,quận 4,"243 hoàng diệu, phường 9, quận 4, thành phố hồ chí minh",423482.0,2019-04-26,2020-04-25,67,,,,,,,,
9235,7817045.0,hồ chí minh,quận 4,"tầng trệt trung tâm thương mại tnl plaza 346 bến vân đồn , phường 1, quận 4, thành phố hồ chí minh",491100.0,2019-07-31,2024-07-31,61,,,,,,,,
9236,36262394.0,hồ chí minh,quận 4,"243/13 hoàng diệu, phường 8, quận 4, thành phố hồ chí minh",1161703.0,2021-11-18,2024-02-10,9,,,,,,,,
9237,48745062.0,hồ chí minh,quận 4,số 40 thôn 5 xã hoà khanh bận mệ thuột,500176050.0,2023-04-05,2024-03-29,77,,,,,,,,
9238,1161404.0,hồ chí minh,quận 4,"598d,vịnh khánh p.9 q.4",160005.0,,2018-07-11,3949,,,,,,,,
9239,47283013.0,hồ chí minh,quận 4,"285 bến vân đồn, p2, quận 4, tphcm",500114271.0,2023-02-08,2025-05-03,65,,,,,,,,
9240,35203356.0,hồ chí minh,quận 4,"241/59a bến vân đồn, phường 2, quận 4, thành phố hồ chí minh",1138518.0,2021-12-31,2024-04-07,61,,,,,,,,
9241,32783232.0,hồ chí minh,quận 4,"212/8 nguyễn oanh p17, gò vấp",1224408.0,2022-01-15,2023-01-10,77,,,,,,,,
9242,43078177.0,hồ chí minh,quận 4,"71 tân vĩnh, p6, q4",200017437.0,2022-09-13,2024-12-08,63922,,,,,,,,
9243,44251719.0,hồ chí minh,quận 4,"chung cư số 1 tôn thất thuyết, phường 1, quận 4, tp hồ chí minh",500157941.0,2023-03-17,2024-03-13,3472,,,,,,,,
9244,46788928.0,hồ chí minh,quận 4,"136h mai chí thọ, an phú, quận 2,  hcm",500095510.0,2023-02-27,2024-02-24,67,,,,,,,,
9245,56266591.0,hồ chí minh,quận 4,đường số 14 quận 4 thành phố hồ chí minh,500379673.0,2023-11-14,2025-01-20,15,,,,,,,,
9246,51839210.0,hồ chí minh,quận 4,"khu phố 2, huyện châu thành, tây ninh",500265640.0,2023-07-05,2024-09-04,61,,,,,,,,
9247,57903138.0,hồ chí minh,quận 4,430/21a lê thị riêng p thới an q12,500422795.0,2023-12-29,2024-12-27,63,,,,,,,,
9248,15656707.0,hồ chí minh,quận 4,"58 đoàn văn bơ, phường 09, quận 04, hồ chí minh",775638.0,2020-09-25,2025-10-03,61,,,,,,,,
9249,22854038.0,hồ chí minh,quận 4,"384 hoàng diệu , phường 6 , quận 4",868163.0,2021-02-24,2022-03-02,77,,,,,,,,
9250,12276849.0,hồ chí minh,quận 4,12 tôn đản p.13 quận 4 tp.hồ chí minh,669537.0,2020-05-07,2021-05-06,69,,,,,,,,
9251,8711455.0,hồ chí minh,quận 4,"13 đường số 11, phường 4, quận 4, tp hồ chí minh",518536.0,2019-09-10,2024-08-05,63,,,,,,,,
9252,46520567.0,hồ chí minh,quận 4,"336 bến vân đồn, phường 1, quận 4, hồ chí minh",200026716.0,2022-12-30,2025-05-30,63922,,,,,,,,
9253,2200043.0,hồ chí minh,quận 4,"174-176 tôn đản, phường 14, quận 4, thành phố hồ chí minh",97632.0,,2019-03-01,65,,,,,,,,
9254,43637224.0,hồ chí minh,quận 4,"183f tôn thất thuyết, phường 04, quận 4, thành phố hồ chí minh, việt nam",500003756.0,2022-10-31,2025-01-30,63,,,,,,,,
9255,13817682.0,hồ chí minh,quận 4,504 nguyễn tất thành phường 18 quận 4 thành phố hồ chí minh,714523.0,2020-07-03,2022-06-30,3949,,,,,,,,
9256,25209149.0,hồ chí minh,quận 4,"64/57/60 nguyễn khoái, phường 2, quận 4, tp.hồ chí minh",899704.0,2021-03-24,2022-03-24,61,,,,,,,,
9257,15984297.0,hồ chí minh,quận 4,"324/37/7 tôn thất thuyết , phường 10 , quận 4",500339036.0,2023-09-28,2024-09-28,77,,,,,,,,
9258,51196535.0,hồ chí minh,quận 4,"138 lê quốc hưng, p.13, q.4, hcm",500343121.0,2023-09-30,2024-10-01,Trà sữa/Đồ uống,,,,,,,,
9259,40170923.0,hồ chí minh,quận 4,"05 hoàng diệu, phường 13, quận 4,hồ chí minh.",1341151.0,2022-05-25,2024-09-03,11957,,,,,,,,
9260,1012183.0,hồ chí minh,quận 4,"31/23f trần quý cáp, p.12, bình thạnh",148486.0,,2020-12-25,77,,,,,,,,
9261,38994315.0,hồ chí minh,quận 4,"384 hoàng diệu, phường 6, quận 4, tp. hồ chí minh",1284853.0,2022-03-25,2024-04-03,77,,,,,,,,
9262,56532127.0,hồ chí minh,quận 4,"số 27, đường số 6, phường 4 , quận 4, hồ chí minh",500386119.0,2023-11-22,2024-11-30,Quán ăn,,,,,,,,
9263,16519331.0,hồ chí minh,quận 4,"chung cư khánh hội 2, bến vân đồn, phường 1, quận 4, tphcm",180502.0,2020-10-10,2022-10-09,15,,,,,,,,
9264,42203501.0,hồ chí minh,quận 4,"85 đường 45, p6, q4, hcm",200026625.0,2022-12-30,2025-06-28,63922,,,,,,,,
9265,221689.0,hồ chí minh,quận 4,"22, đường 47, phường 4, quận 4, tp hcm",98266.0,,2024-01-05,77,,,,,,,,
9266,51602673.0,hồ chí minh,quận 4,"ấp 1 , xã vĩnh lộc b, huyện bình chánh, hồ chí minh",500255676.0,2023-06-26,2024-07-05,Trà sữa/Đồ uống,,,,,,,,
9267,39081876.0,hồ chí minh,quận 4,"346 bến vân đồn , p1 , q4,  tphcm",1369560.0,2022-06-28,2023-12-26,61,,,,,,,,
9268,41983452.0,hồ chí minh,quận 4,"57 đường số 9
phường: 4. quận/huyện: 4 tỉnh/thành phố: hồ chí minh",1404367.0,2022-08-02,2024-11-10,9,,,,,,,,
9269,9378763.0,hồ chí minh,quận 4,"05 vĩnh hội, phường 4, quận 4, thành phố hồ chí minh",569949.0,2019-10-31,2020-10-31,3949,,,,,,,,
9270,8519304.0,hồ chí minh,quận 4,"158/d25 phan anh , phường tân thới hòa , quận tân phú",684900.0,2020-05-23,2023-08-02,65,,,,,,,,
9271,53027560.0,hồ chí minh,quận 4,"297d bùi hữu nghĩa, phường 1, quận bình thạnh, thành phố hồ chí minh",500298105.0,2023-08-10,2024-08-20,9,,,,,,,,
9272,6224282.0,hồ chí minh,quận 4,"09 nguyễn khoái, phường 1, quận 4, thành phố hồ chí minh.",420897.0,2019-03-31,2024-04-10,11957,,,,,,,,
9273,3274805.0,hồ chí minh,quận 4,"136 khánh hội, phường 6, quận 4, thành phố hồ chí minh",308889.0,2018-08-06,2023-08-05,77,,,,,,,,
9274,51676356.0,hồ chí minh,quận 4,"41 lê quốc hưng, p13. q4, hồ chí minh",500381110.0,2023-11-14,2024-11-25,Quán ăn,,,,,,,,
9275,9738939.0,hồ chí minh,quận 4,"277/17 hoàng diệu, p6, q4, tp.hcm",571059.0,2019-11-30,2022-12-28,19,,,,,,,,
9276,2376855.0,hồ chí minh,quận 4,"356 huỳnh văn bánh, p14, quận 4, tp.hcm",244254.0,2018-01-26,2021-01-08,77,,,,,,,,
9277,34347879.0,hồ chí minh,quận 4,"144/44 nguyễn khoái, phường 2, quận 4, thành phố hồ chí minh",1119979.0,2021-09-30,2024-10-10,15,,,,,,,,
9278,3738521.0,hồ chí minh,quận 4,"d40, đường số 46, phường 5, quận 4, tp.hồ chí minh",304902.0,2018-07-25,2024-08-02,15,,,,,,,,
9279,17803066.0,hồ chí minh,quận 4,"a3 goldview 346 bến vân đồn, phường 1, quận 4, hồ chí minh",812272.0,2020-11-13,2024-05-09,61,,,,,,,,
9280,49231331.0,hồ chí minh,quận 4,"1806/60 khu phố 5, đường huỳnh tấn phát, thị trấn nhà bè, thành phố hồ chí minh",500185531.0,2023-04-06,2024-04-09,77,,,,,,,,
9281,56071549.0,hồ chí minh,quận 4,692/57/13 đoàn văn bơ phường 16 quận 4 tphcm,500375031.0,2023-11-06,2024-11-04,61,,,,,,,,
9282,12801929.0,hồ chí minh,quận 4,"159/59 xóm chiếu, phường 16, quận 4, thành phố hồ chí minh",684985.0,2020-05-25,2024-05-21,63,,,,,,,,
9283,24274454.0,hồ chí minh,quận 4,"132 bến vân đồn, p6,q4.hcm",890003.0,2021-03-08,2024-03-05,77,,,,,,,,
9284,38485014.0,hồ chí minh,quận 4,"địa chỉ cửa hàng : 346 bến vân đồn, phường 1, quận 4, hồ chí minh.",1256003.0,2022-02-28,2023-03-01,77,,,,,,,,
9285,113957.0,hồ chí minh,quận 4,86a khánh hội,39763.0,,2017-01-01,15,,,,,,,,
9286,20585.0,hồ chí minh,quận 4,"183a9 tôn thất thuyết, phường 4, quận 4, tp. hồ chí minh",252672.0,,2038-02-12,61,,,,,,,,
9287,10554594.0,hồ chí minh,quận 4,"211 tôn đảng, phường 15, quận 4, hồ chí minh",601397.0,2019-12-31,2020-12-28,Giặt là,,,,,,,,
9288,31166089.0,hồ chí minh,quận 4,"e32 cư xá vĩnh hội, phường 5, quận 4, hcm",500312155.0,2023-08-26,2024-09-04,65,,,,,,,,
9289,17619588.0,hồ chí minh,quận 4,"155 bến vân đồn, phường 6, quận 4, tp hcm",1124691.0,2021-10-30,2024-01-26,9,,,,,,,,
9290,4931514.0,hồ chí minh,quận 4,"166/68 đoàn văn bơ, phường 14, quận 4, thành phố hồ chí minh",358579.0,2019-01-31,2020-03-02,15,,,,,,,,
9291,51275077.0,hồ chí minh,quận 4,"98 đoàn văn bơ, phường 9, quận 4, hồ chí minh",500245462.0,2023-06-15,2024-07-05,Quán ăn,,,,,,,,
9292,58060157.0,hồ chí minh,quận 4,"782 đoàn văn bơ, phường 16, quận 4, thành phố hồ chí minh, việt nam",500425316.0,2023-12-31,2025-12-30,9,,,,,,,,
9293,1223383.0,hồ chí minh,quận 4,"209/96 tôn thất thuyết, p3, q4, tp hcm",164835.0,,2021-06-01,3472,,,,,,,,
9294,56536126.0,hồ chí minh,quận 4,"c82,xóm chiếu , phường 14, quận 4, hồ chí minh",500385908.0,2023-11-22,2024-11-25,3472,,,,,,,,
9295,16983418.0,hồ chí minh,quận 4,"20 nguyễn khoái, phường 2, quận 4, tp.hcm",797388.0,2020-10-23,2022-10-21,61,,,,,,,,
9296,48425724.0,hồ chí minh,quận 4,209/49/8515e bến vân đồn - phường 5 - quận 4 - thành phố hồ chí minh,500340813.0,2023-10-12,2024-10-05,15,,,,,,,,
9297,3088150.0,hồ chí minh,quận 4,"188/101/4 tôn thất thuyết, phường 04. quận 04, thành phố hồ chí minh.",277963.0,2018-04-29,2026-05-19,63,,,,,,,,
